asin,title,author,description,text
1484842812,Blind Attraction,Eden Summers,,Blind Attraction by Eden Summers
1484854152,The Berkeley Method,JS Taylor,,The Berkeley Method by JS Taylor
148485828X,Don't Hate the Player... Hate the Game,Katie Ashley,,Don't Hate the Player... Hate the Game by Katie Ashley
1484861280,Restore Me,J. L. Mac,,Restore Me by J. L. Mac
1484865510,Light in the Shadows (a Find You in the Dark Novel),A. Meredith Walters,,Light in the Shadows (a Find You in the Dark Novel) by A. Meredith Walters
1484889029,Beg Tease Submit - Sequence One,C. D. Reiss,,Beg Tease Submit - Sequence One by C. D. Reiss
1484890450,Forget Me Not,Sarah Daltry,,Forget Me Not by Sarah Daltry
1484909917,Last Boyfriend,J. S. Cooper,,Last Boyfriend by J. S. Cooper
1484920066,Knight and Stay,Kitty French,,Knight and Stay by Kitty French
1484920147,Knight and Play,Kitty French,,Knight and Play by Kitty French
1484924886,Because You're Mine,K. Langston,,Because You're Mine by K. Langston
1484931963,Forever You,Sandi Lynn,,Forever You by Sandi Lynn
1484966554,Chase,Chantal Fernando,,Chase by Chantal Fernando
1484967836,Saving Dallas,Kim Jones,,Saving Dallas by Kim Jones
1484968042,We Are Made of Stardust,Mimi Strong,,We Are Made of Stardust by Mimi Strong
1484972090,Safe Word,Teresa Mummert,,Safe Word by Teresa Mummert
1484988833,Forgiven,J. B. McGee,,Forgiven by J. B. McGee
1484994566,Emerge,S.E.Hall,,Emerge by S.E.Hall
148950995X,Afflicted,Sophie Monroe,,Afflicted by Sophie Monroe
1489515607,That First Kiss,J. C. Valentine,,That First Kiss by J. C. Valentine
1489515690,Breathless,Eve Carter,,Breathless by Eve Carter
1489516948,Cautious,E L Montes,,Cautious by E L Montes
1489519106,Impact of You,Kendall Ryan,,Impact of You by Kendall Ryan
1489521534,Unbeautifully,Madeline Sheehan,,Unbeautifully by Madeline Sheehan
1489528865,Skin Deep (Skin Deep #1),J.M. Stone,,Skin Deep (Skin Deep #1) by J.M. Stone
1489536213,Recovery,L.B. Simmons,,Recovery by L.B. Simmons
148953993X,Watch over Me,Tara Sivec,,Watch over Me by Tara Sivec
1489553207,Unbreakable,Rebecca Shea,,Unbreakable by Rebecca Shea
1489554408,Taming the Bachelor,M. J. Carnal,,Taming the Bachelor by M. J. Carnal
1489555293,Something great,Clarke Mr,"She didn't know what she was missing ... until he found her. Maxwell Knight was positively trouble, dangerously good-looking, and seductively charming. He was everything Jeanella didn't need in her life. Only Maxwell didn't see it that way. His pursuit was relentless, making her even more determined to push him away. Fresh out of college, life was simple and plain for Jeanella Mefferd. Every part of her life was smooth sailing; her friends, her job, and even the guy she'd started dating. Then one night, while at dinner, she spotted someone who made her feel things she'd never felt before--dangerous, heart pounding and breathless heat. Thinking she would never see him again, she brushed it off, but when she started to run into him unexpectedly, all she could think of was how he made her feel with his sweet flirtations. Everything about Maxwell Knight screamed trouble, especially when she found out he was her new boss's son. Now, heading to a New York fashion show, would she be able to focus on her career instead of Maxwell, who had been scheduled to attend with her? As much as she tried to forget their encounters, his good looks, smooth words and determination to win her over gravitated her toward him. The next thing she knew, her mind was utterly consumed by him. Would she be willing to ignore all the dangerous signs and jump into his arms? Or would she miss out on the chance of finding something great?","Something great by Clarke Mr. She didn't know what she was missing ... until he found her. Maxwell Knight was positively trouble, dangerously good-looking, and seductively charming. He was everything Jeanella didn't need in her life. Only Maxwell didn't see it that way. His pursuit was relentless, making her even more determined to push him away. Fresh out of college, life was simple and plain for Jeanella Mefferd. Every part of her life was smooth sailing; her friends, her job, and even the guy she'd started dating. Then one night, while at dinner, she spotted someone who made her feel things she'd never felt before--dangerous, heart pounding and breathless heat. Thinking she would never see him again, she brushed it off, but when she started to run into him unexpectedly, all she could think of was how he made her feel with his sweet flirtations. Everything about Maxwell Knight screamed trouble, especially when she found out he was her new boss's son. Now, heading to a New York fashion show, would she be able to focus on her career instead of Maxwell, who had been scheduled to attend with her? As much as she tried to forget their encounters, his good looks, smooth words and determination to win her over gravitated her toward him. The next thing she knew, her mind was utterly consumed by him. Would she be willing to ignore all the dangerous signs and jump into his arms? Or would she miss out on the chance of finding something great?"
148956621X,Inevitable,Angela Graham,,Inevitable by Angela Graham
1489570799,Love Plus One,Andrea Smith,,Love Plus One by Andrea Smith
1489578765,Private Message,Danielle Torella,,Private Message by Danielle Torella
1489591095,Beauty from surrender,Georgia Cates,"How do you move on when he's every song you sing? After Laurelyn walks away from Jack, she returns to Nashville to pursue the only dream she has left, and immerses herself in her music. An unforeseen opportunity sends her on a rocket ride straight to the top where Laurelyn finds the success she's always dreamed of. Meanwhile, Jack is searching for Laurelyn, but the woman he finds isn't the same one who drifted away without a goodbye. Can he make her visualize a life beyond the glitz and glamour ... a life that includes him?","Beauty from surrender by Georgia Cates. How do you move on when he's every song you sing? After Laurelyn walks away from Jack, she returns to Nashville to pursue the only dream she has left, and immerses herself in her music. An unforeseen opportunity sends her on a rocket ride straight to the top where Laurelyn finds the success she's always dreamed of. Meanwhile, Jack is searching for Laurelyn, but the woman he finds isn't the same one who drifted away without a goodbye. Can he make her visualize a life beyond the glitz and glamour ... a life that includes him?"
1490310835,Sexy Berkeley,Dani Lovell,,Sexy Berkeley by Dani Lovell
1490313281,Everything Changes,Shey Stahl,,Everything Changes by Shey Stahl
149031802X,Beautiful Broken Rules,Kimberly Lauren,,Beautiful Broken Rules by Kimberly Lauren
149032495X,Made for You,Vi Keeland,,Made for You by Vi Keeland
149033274X,Conquer Your Love,J.C. Reed,,Conquer Your Love by J.C. Reed
149033730X,Before Now,Cheryl McIntyre,,Before Now by Cheryl McIntyre
1490339973,Leo,Mia Sheridan,,Leo by Mia Sheridan
1490368574,Darkness Before Dawn,Claire Contreras,,Darkness Before Dawn by Claire Contreras
1490381716,Leo's Chance,Mia Sheridan,,Leo's Chance by Mia Sheridan
1490383395,Delayed Penalty,Shey Stahl,,Delayed Penalty by Shey Stahl
1490392602,Let Love Stay,Melissa Collins,,Let Love Stay by Melissa Collins
1490401822,Surviving Raine,Shay Savage,,Surviving Raine by Shay Savage
149040399X,Promise Me,Barbie Bohrman,,Promise Me by Barbie Bohrman
1490412727,Bad rep,A. Meredith Walters,"""Who gives a damn about their reputation? Oh, that would be me! Especially since mine had gone straight to hell in the span of thirty minutes."" Maysie Ardin is soaking up the summer before her junior year of college, shopping, hanging by the pool and shopping some more. But when her black belt in spending lands her in trouble with her parents, she is forced to take a second job at a local bar to dig herself out of a deep financial pit. She thought she?d be miserable. But then Maysie didn?t count on Jordan Levitt, the hot, pierced and tattooed, drum playing bartender who also happens to be very interested in her. And the feelings are totally mutual. It had the makings of the perfect romantic set up. Boy meets girl. Boy likes girl. Boy has girlfriend? Okay, maybe not. But attraction is a hard thing to ignore and soon Jordan and Maysie find themselves in the middle of a gossip induced firestorm. Maysie has to learn whether she can set aside her fear of public disapproval in order to be with the one she wants. Or will she let the opinions of others dictate her life and her heart?","Bad rep by A. Meredith Walters. ""Who gives a damn about their reputation? Oh, that would be me! Especially since mine had gone straight to hell in the span of thirty minutes."" Maysie Ardin is soaking up the summer before her junior year of college, shopping, hanging by the pool and shopping some more. But when her black belt in spending lands her in trouble with her parents, she is forced to take a second job at a local bar to dig herself out of a deep financial pit. She thought she?d be miserable. But then Maysie didn?t count on Jordan Levitt, the hot, pierced and tattooed, drum playing bartender who also happens to be very interested in her. And the feelings are totally mutual. It had the makings of the perfect romantic set up. Boy meets girl. Boy likes girl. Boy has girlfriend? Okay, maybe not. But attraction is a hard thing to ignore and soon Jordan and Maysie find themselves in the middle of a gossip induced firestorm. Maysie has to learn whether she can set aside her fear of public disapproval in order to be with the one she wants. Or will she let the opinions of others dictate her life and her heart?"
1490417737,Scars and Songs,Christine Zolendz,,Scars and Songs by Christine Zolendz
1490418547,Stay with Me,Elyssa Patrick,,Stay with Me by Elyssa Patrick
149041925X,Picturing Perfect,Melissa Brown,,Picturing Perfect by Melissa Brown
1490424601,Love Love,Beth Michele,,Love Love by Beth Michele
1490425071,Playing for Keeps,Emma Hart,,Playing for Keeps by Emma Hart
1490425497,In a Heartbeat,Hilary Storm,,In a Heartbeat by Hilary Storm
149043013X,Pulse,Gail McHugh,"""Now that Emily Cooper has walked away from her first love, she finds herself running toward her only love. Unraveling fast, but clinging to hope, Emily risks all she has left on the man that has consumed her every thought and dream since the day they met. Will Gavin take her back? And if so, will their reunion be a collision of two hearts destined to complete one another and rekindle a love that knew no boundaries? Or will scars from their past rip open, tearing slowly at what each of them was meant to be? Can fate, the ultimate game changer, mend the shattered road it laid out from the start?""--Page 4 of cover.","Pulse by Gail McHugh. ""Now that Emily Cooper has walked away from her first love, she finds herself running toward her only love. Unraveling fast, but clinging to hope, Emily risks all she has left on the man that has consumed her every thought and dream since the day they met. Will Gavin take her back? And if so, will their reunion be a collision of two hearts destined to complete one another and rekindle a love that knew no boundaries? Or will scars from their past rip open, tearing slowly at what each of them was meant to be? Can fate, the ultimate game changer, mend the shattered road it laid out from the start?""--Page 4 of cover."
1490436529,Killing Sarai,J. A. Redmerski,,Killing Sarai by J. A. Redmerski
1490439838,Saltwater Kisses,Krista Lakes,,Saltwater Kisses by Krista Lakes
1490449647,Light in the Wound,Christine Brae,,Light in the Wound by Christine Brae
1490471103,Forever Black,Sandi Lynn,,Forever Black by Sandi Lynn
1490487190,Wicked Games,Jill Myles,,Wicked Games by Jill Myles
1490490639,Escape from Paradise,Gwendolyn Field,,Escape from Paradise by Gwendolyn Field
1490506853,Savor You,Emily Snow,,Savor You by Emily Snow
1490515011,The Last Husband,J. S. Cooper,,The Last Husband by J. S. Cooper
1490559175,Bully,Penelope Douglas,"My name is Tate. He doesn't call me that, though. He would never refer to me so informally, if he referred to me at all. No, he'll barely even speak to me. But he still won't leave me alone. We were best friends once. Then he turned on me and made it his mission to ruin my life. I've been humiliated, shut out, and gossiped about all through high school. His pranks and rumors got more sadistic as time wore on, and I made myself sick trying to stay out of his way. I even went to France for a year, just to avoid him. But I'm done hiding from him now, and there's no way in hell I'll allow him to ruin my senior year. He might not have changed, but I have. It's time to fight back. I'm not going to let him bully me anymore!--From back cover.","Bully by Penelope Douglas. My name is Tate. He doesn't call me that, though. He would never refer to me so informally, if he referred to me at all. No, he'll barely even speak to me. But he still won't leave me alone. We were best friends once. Then he turned on me and made it his mission to ruin my life. I've been humiliated, shut out, and gossiped about all through high school. His pranks and rumors got more sadistic as time wore on, and I made myself sick trying to stay out of his way. I even went to France for a year, just to avoid him. But I'm done hiding from him now, and there's no way in hell I'll allow him to ruin my senior year. He might not have changed, but I have. It's time to fight back. I'm not going to let him bully me anymore!--From back cover."
1490560432,,,,1490560432
1490568530,Unbroken,Melody Grace,,Unbroken by Melody Grace
1490572082,Underestimated,Jettie Woodruff,,Underestimated by Jettie Woodruff
1490596801,Search Me,Katie Ashley,,Search Me by Katie Ashley
1490906134,Wake up Call,Victoria Ashley,,Wake up Call by Victoria Ashley
1490916636,More Than This,Jay Mclean,,More Than This by Jay Mclean
1490922423,Mourning After,Adriane Leigh,,Mourning After by Adriane Leigh
1490940499,When You're Ready,J. Berg,,When You're Ready by J. Berg
1490943781,Love In Between,Sandi Lynn,,Love In Between by Sandi Lynn
1490943846,Forever Us,Sandi Lynn,,Forever Us by Sandi Lynn
1490946810,Axel,Harper Sloan,,Axel by Harper Sloan
1490962050,So Much It Hurts,Melanie Dawn,,So Much It Hurts by Melanie Dawn
149097136X,Good,S. Walden,,Good by S. Walden
1490974377,Rock My World,Michelle A. Valentine,,Rock My World by Michelle A. Valentine
1490984798,Living Again,L. Collins,,Living Again by L. Collins
149099792X,Playing with Her Heart,Lauren Blakely,,Playing with Her Heart by Lauren Blakely
1490997954,Undescribable,Shantel Tessier,,Undescribable by Shantel Tessier
1491001011,Fallen Crest Family,Tijan,,Fallen Crest Family by Tijan
1491002786,,,,1491002786
1491006919,Fear of falling,S. L. Jennings,"""I can't remember the last time I felt completely safe. Security seemed more like a luxury to me, reserved for those who were fortunate enough to have picture perfect childhoods. For those who didn't bear the ugly scars that keep me bound in constant, debilitating fear. I've run from that fear my entire life. But when I met him, for once, I couldn't run anymore. He scared the hell out of me in a way that excited every fiber of my being. It wasn't the tattoos or the piercings. It wasn't the warmth that seemed to radiate from his frame and blanket me whenever he was near. It was just ... him. The scary beautiful man that threatened to alter 23 years of routine and rituals, and make me face my crippling fear. My name is Kami and I am constantly afraid. And the thing that scares me the most is the very thing I want""--Amazon.com, viewed September 11, 2013.","Fear of falling by S. L. Jennings. ""I can't remember the last time I felt completely safe. Security seemed more like a luxury to me, reserved for those who were fortunate enough to have picture perfect childhoods. For those who didn't bear the ugly scars that keep me bound in constant, debilitating fear. I've run from that fear my entire life. But when I met him, for once, I couldn't run anymore. He scared the hell out of me in a way that excited every fiber of my being. It wasn't the tattoos or the piercings. It wasn't the warmth that seemed to radiate from his frame and blanket me whenever he was near. It was just ... him. The scary beautiful man that threatened to alter 23 years of routine and rituals, and make me face my crippling fear. My name is Kami and I am constantly afraid. And the thing that scares me the most is the very thing I want""--Amazon.com, viewed September 11, 2013."
1491008113,Conversion,S. C. Stephens,,Conversion by S. C. Stephens
1491038357,Learning to Live,R. D. Cole,,Learning to Live by R. D. Cole
1491039701,Ruined,S. Pratt,,Ruined by S. Pratt
1491040300,Perfecting Patience,Tabatha Vargo,,Perfecting Patience by Tabatha Vargo
1491052295,Starlight,Mimi Strong,,Starlight by Mimi Strong
149105476X,Spark,Brooke Cumberland,,Spark by Brooke Cumberland
1491068116,Cake,Nicole Reed,,Cake by Nicole Reed
1491072032,Bring me home,Cassia Leo,"""Claire Nixon is a college student with a past full of secrets and heartbreak. She was saved once by her first love, and rock star, Chris Knight. But when she encouraged Chris to leave town to pursue his dreams, both Claire and Chris didn't realize it would be the biggest mistake of their lives. After a devastating year apart and thousands of miles of distance between them, Claire met sexy surfer Adam Parker. With his awful jokes and profound patience, he helped Claire pick up the shattered pieces of her broken heart for the second time. But now Chris has returned and he is willing and determined to make Claire's dreams come true-the same way she did for him when she let him go. With Adam's former girlfriend in the picture, Claire finds herself torn between the new, passionate love she shares with Adam and the love and family she shares with Chris""--Page 4 of cover.","Bring me home by Cassia Leo. ""Claire Nixon is a college student with a past full of secrets and heartbreak. She was saved once by her first love, and rock star, Chris Knight. But when she encouraged Chris to leave town to pursue his dreams, both Claire and Chris didn't realize it would be the biggest mistake of their lives. After a devastating year apart and thousands of miles of distance between them, Claire met sexy surfer Adam Parker. With his awful jokes and profound patience, he helped Claire pick up the shattered pieces of her broken heart for the second time. But now Chris has returned and he is willing and determined to make Claire's dreams come true-the same way she did for him when she let him go. With Adam's former girlfriend in the picture, Claire finds herself torn between the new, passionate love she shares with Adam and the love and family she shares with Chris""--Page 4 of cover."
1491090561,Who He Is,S. Q. Williams,,Who He Is by S. Q. Williams
1491091673,Man of My Dreams,Faith Andrews,,Man of My Dreams by Faith Andrews
1491092440,Broken and Screwed,Tijan,,Broken and Screwed by Tijan
1491095555,Anything Like Me,Kimberly Knight,,Anything Like Me by Kimberly Knight
1491208295,Thief,Tarryn Fisher,,Thief by Tarryn Fisher
1491230592,Girl on tour,Caisey Quinn,"An up and comer trying to make a name for herself... Kylie never expected to be stuck on a tour bus with a pampered princess and her boyfriend's ex. A troubled artist struggling to hold onto his career... Trace thought he was finally getting to do things his way. Until the label added co-headliner Gretchen Gibson, the only person in country music with more issues than him, to his No Apologies tour. Surrounded by tabloid rumors and people they can't trust, Kylie and Trace need each other more than ever. But the choices they make will change everything. Because chasing your dreams and following your heart don't always lead you to the same place...","Girl on tour by Caisey Quinn. An up and comer trying to make a name for herself... Kylie never expected to be stuck on a tour bus with a pampered princess and her boyfriend's ex. A troubled artist struggling to hold onto his career... Trace thought he was finally getting to do things his way. Until the label added co-headliner Gretchen Gibson, the only person in country music with more issues than him, to his No Apologies tour. Surrounded by tabloid rumors and people they can't trust, Kylie and Trace need each other more than ever. But the choices they make will change everything. Because chasing your dreams and following your heart don't always lead you to the same place..."
1491232986,Easy to Love You,Megan Smith,,Easy to Love You by Megan Smith
1491253002,Unexpected Angel,Sloan Johnson,,Unexpected Angel by Sloan Johnson
1491263849,Into the Deep,Samantha Young,,Into the Deep by Samantha Young
1491269650,Beneath the Burn,Pam Godwin,,Beneath the Burn by Pam Godwin
1491272201,Keep Me Still,Caisey Quinn,,Keep Me Still by Caisey Quinn
1491274204,Ambrosia,Erin Noelle,,Ambrosia by Erin Noelle
1491276029,Blind Obsession,Ella Frank,,Blind Obsession by Ella Frank
1491291419,Pretty Little Things,Teresa Mummert,,Pretty Little Things by Teresa Mummert
1491291699,,,,1491291699
1491296518,Price of a Kiss,Linda Kage,,Price of a Kiss by Linda Kage
1492103748,Tears of Tess,Pepper Winters,,Tears of Tess by Pepper Winters
1492108421,Love and Lists,Tara Sivec,,Love and Lists by Tara Sivec
1492110221,Untangle Me,Chelle Bliss,,Untangle Me by Chelle Bliss
1492121169,Ruin,Rachel Van Dyken,,Ruin by Rachel Van Dyken
149214889X,Freefall,Tess Oliver,,Freefall by Tess Oliver
1492164429,Craving Constellations,Nicole Jacquelyn,,Craving Constellations by Nicole Jacquelyn
1492186775,Welcome to Sugartown,Carmen Jenner,,Welcome to Sugartown by Carmen Jenner
1492192112,Touch Me,T. H. Snyder,,Touch Me by T. H. Snyder
1492206083,Everything I've Never Had,Lynetta Halat,,Everything I've Never Had by Lynetta Halat
1492254398,Mine To Take,Cynthia Eden,,Mine To Take by Cynthia Eden
1492259667,Mirage,Ashley Suzanne,"Mira and Kylee meet Danny and Skylar during freshman orientation, their first week of college. Two sets of best friends embark on a new adventure together, forming life long bonds. Mira and Danny are looking forward to their future as husband and wife. Everything was going according to plan. That was until tragedy struck them on graduation night leaving three broken people to pick up the pieces. Skylar has always stood in the background, watching his best friend begin a life with the woman he fell in love with until he can no longer keep a distance. Right when Mira thinks her life is back on track it spirals out of control. What if everything you thought you knew was nothing more than a mirage?","Mirage by Ashley Suzanne. Mira and Kylee meet Danny and Skylar during freshman orientation, their first week of college. Two sets of best friends embark on a new adventure together, forming life long bonds. Mira and Danny are looking forward to their future as husband and wife. Everything was going according to plan. That was until tragedy struck them on graduation night leaving three broken people to pick up the pieces. Skylar has always stood in the background, watching his best friend begin a life with the woman he fell in love with until he can no longer keep a distance. Right when Mira thinks her life is back on track it spirals out of control. What if everything you thought you knew was nothing more than a mirage?"
1492265225,Hell's Knights,Bella Jewel,,Hell's Knights by Bella Jewel
1492286966,"Smart, Sexy and Secretive",Tammy Falkner,,"Smart, Sexy and Secretive by Tammy Falkner"
1492293296,Shattered Ties,K.A. Robinson,,Shattered Ties by K.A. Robinson
1492301205,Cherry Girl,Raine Miller,,Cherry Girl by Raine Miller
1492305413,Quintessentially Q,Pepper Winters,,Quintessentially Q by Pepper Winters
1492306509,Tattered Love,Lola Stark,,Tattered Love by Lola Stark
1492323039,Broken and Screwed 2,Tijan,,Broken and Screwed 2 by Tijan
1492338141,Crazy Beautiful Love,J. S. Cooper,,Crazy Beautiful Love by J. S. Cooper
1492343846,Alluring Turmoil,Skye Turner,,Alluring Turmoil by Skye Turner
1492350915,Beautifully Awake,Riley Mackenzie,,Beautifully Awake by Riley Mackenzie
1492351024,Don't Let Go,Michelle Lynn,,Don't Let Go by Michelle Lynn
1492353558,Finders Keepers,Nicole Williams,,Finders Keepers by Nicole Williams
149236522X,Worth the Fight,Vi Keeland,,Worth the Fight by Vi Keeland
1492371289,Consumed,Skyla Madi,,Consumed by Skyla Madi
1492375675,Cage,Harper Sloan,,Cage by Harper Sloan
1492706671,Starfire,Mimi Strong,,Starfire by Mimi Strong
1492707619,Trust Me,Melanie Walker,,Trust Me by Melanie Walker
149271397X,Finding You,S. Hartley,,Finding You by S. Hartley
1492740357,Until November,Aurora Rose Reynolds,,Until November by Aurora Rose Reynolds
1492760994,Irreplaceable,Angela Graham,,Irreplaceable by Angela Graham
1492764167,Safe with me,Kristen Proby,"""Keeping others safe is what Caleb Montgomery does. He's never had a problem taking on an assignment, whether it was during his dangerous SEAL days or his most recent job of training war mercenaries. But being assigned to keep Brynna Vincent and her adorable daughters, Maddie and Josie, safe from an unknown threat has thrown Caleb off his axis. ... Brynna is sick and tired of being afraid. All she wants is a normal, quiet life for her and her precious girls. Just as she's settling into her new home in Seattle and feeling safe again, Caleb shows up on her doorstep insisting the danger is as high as ever""--Page 4 of cover.","Safe with me by Kristen Proby. ""Keeping others safe is what Caleb Montgomery does. He's never had a problem taking on an assignment, whether it was during his dangerous SEAL days or his most recent job of training war mercenaries. But being assigned to keep Brynna Vincent and her adorable daughters, Maddie and Josie, safe from an unknown threat has thrown Caleb off his axis. ... Brynna is sick and tired of being afraid. All she wants is a normal, quiet life for her and her precious girls. Just as she's settling into her new home in Seattle and feeling safe again, Caleb shows up on her doorstep insisting the danger is as high as ever""--Page 4 of cover."
1492767891,Unteachable,Elliot Wake,"""I met him at a carnival, of all corny places. The summer I turned eighteen, in that chaos of neon lights and cheap thrills, I met a man so sweet, so beautiful, he seemed to come from another world. We had one night: intense, scary, real. Then I ran, like I always do. Because I didn't want to be abandoned again. I knew him as Evan that night. When I walked into his classroom, he became Mr. Wilke, my teacher. I don't know if what we're doing is wrong. The rules say one thing; my heart says screw the rules. I can't let him lose his job. And I can't lose him""--Page 4 of cover","Unteachable by Elliot Wake. ""I met him at a carnival, of all corny places. The summer I turned eighteen, in that chaos of neon lights and cheap thrills, I met a man so sweet, so beautiful, he seemed to come from another world. We had one night: intense, scary, real. Then I ran, like I always do. Because I didn't want to be abandoned again. I knew him as Evan that night. When I walked into his classroom, he became Mr. Wilke, my teacher. I don't know if what we're doing is wrong. The rules say one thing; my heart says screw the rules. I can't let him lose his job. And I can't lose him""--Page 4 of cover"
1492769339,Moore to Lose,Julie Richman,,Moore to Lose by Julie Richman
1492784184,When It Rains,Lisa De Jong,,When It Rains by Lisa De Jong
1492784370,Conflicted (Battlescars III),Sophie Monroe,,Conflicted (Battlescars III) by Sophie Monroe
1492787701,Nothing Left to Lose,Kirsty Moseley,,Nothing Left to Lose by Kirsty Moseley
1492788678,Reckless,Skye Jordan,,Reckless by Skye Jordan
1492793639,Lockout (The Alpha Group Trilogy #2),Maya Cross,,Lockout (The Alpha Group Trilogy #2) by Maya Cross
1492805831,Rocker That Loves Me,Terri Anne Browning,,Rocker That Loves Me by Terri Anne Browning
149280584X,Under the Mistletoe with Me,Kristen Proby,,Under the Mistletoe with Me by Kristen Proby
1492809438,Unlocked (the Alpha Group Trilogy #3),Maya Cross,,Unlocked (the Alpha Group Trilogy #3) by Maya Cross
1492812080,Stinger,Mia Sheridan,,Stinger by Mia Sheridan
1492827436,Fighting to Forgive,J. B. Salsbury,,Fighting to Forgive by J. B. Salsbury
1492828211,Heaven's Sinners,Bella Jewel,,Heaven's Sinners by Bella Jewel
1492884685,The Thrill of It,Lauren Blakely,,The Thrill of It by Lauren Blakely
1492886181,Treasure your love,J. C. Reed,"""Brooke Stewart, a realtor in New York, was never in love until she met the green eyed, sexy as sin, six foot two sex god, Jett. The man to whom she surrendered. The man who hurt her once only to conquer her heart again. Sexy, handsome, and arrogant Jett Mayfield knows he has found his match. Brooke is like no other woman he's ever met and he has every intention of keeping her in his bed. Their future seems full of promise ... until the past is catching up with them and dark secrets threaten to destroy their lives. Soon they realize that to love means to lose, and some choices are harder than others. When everything comes crashing down, can mistakes be amended ... or will he lose her forever?""--Page 4 of cover.","Treasure your love by J. C. Reed. ""Brooke Stewart, a realtor in New York, was never in love until she met the green eyed, sexy as sin, six foot two sex god, Jett. The man to whom she surrendered. The man who hurt her once only to conquer her heart again. Sexy, handsome, and arrogant Jett Mayfield knows he has found his match. Brooke is like no other woman he's ever met and he has every intention of keeping her in his bed. Their future seems full of promise ... until the past is catching up with them and dark secrets threaten to destroy their lives. Soon they realize that to love means to lose, and some choices are harder than others. When everything comes crashing down, can mistakes be amended ... or will he lose her forever?""--Page 4 of cover."
1492888095,,,,1492888095
1492893900,Sweet Surrendering,Chelsea M. Cameron,,Sweet Surrendering by Chelsea M. Cameron
1492904260,Maybe This Time,Chantal Fernando,,Maybe This Time by Chantal Fernando
1492908495,Carter Reed,Tijan,,Carter Reed by Tijan
1492940003,The sweetest game,J. Sterling,"""The ... conclusion to Jack & Cassie's love story""--Page 4 of cover.

It's one hell of a sledgehammer to the chest when your baseball career comes to an end... and you finally realize that baseball never loved you back. All the sleepless nights, the hours spent at the gym trying to stay fit, the conditioning... but baseball's a business. As Jack comes to see how much his entire life has been wrapped up in it, it's time to let it go. And his marriage to Cassie has suffered...","The sweetest game by J. Sterling. ""The ... conclusion to Jack & Cassie's love story""--Page 4 of cover.

It's one hell of a sledgehammer to the chest when your baseball career comes to an end... and you finally realize that baseball never loved you back. All the sleepless nights, the hours spent at the gym trying to stay fit, the conditioning... but baseball's a business. As Jack comes to see how much his entire life has been wrapped up in it, it's time to let it go. And his marriage to Cassie has suffered..."
1492955949,Hers,Dawn Robertson,,Hers by Dawn Robertson
1492973327,Long After,Cheryl McIntyre,,Long After by Cheryl McIntyre
1492976423,Making Faces,Amy Harmon,,Making Faces by Amy Harmon
149298079X,Sweet Home,Tillie Cole,,Sweet Home by Tillie Cole
1492998214,Abandon,Cassia Leo,,Abandon by Cassia Leo
1493511459,Beat of the Heart,Katie Ashley,,Beat of the Heart by Katie Ashley
1493530682,Coming home,Priscilla Glenn,"Leah Marino hasn't been on a date in two years. After discovering the man she loved had manipulated and deceived her, she refuses to even entertain the idea of a relationship. Instead, she focuses her attention on taking care of her family, a role she's assumed since the death of her mother and the one place she knows her kindness won't be taken advantage of again. When a nostalgic trip back to her childhood home results in a chance encounter with Danny DeLuca, a smart-mouthed mechanic who's as attractive as he is mysterious, Leah's carefully cultivated walls begin to crumble. She finds herself unexpectedly drawn to Danny, despite his unreliable behavior and mixed signals. But Danny has a secret... One that could shake Leah's already precarious foundation and bring her world crashing down around her. Suddenly, she's faced with an incredibly difficult decision--is she willing to risk everything for the chance at finding the love she's always wanted? Or are some obstacles just too big for the heart to overcome?","Coming home by Priscilla Glenn. Leah Marino hasn't been on a date in two years. After discovering the man she loved had manipulated and deceived her, she refuses to even entertain the idea of a relationship. Instead, she focuses her attention on taking care of her family, a role she's assumed since the death of her mother and the one place she knows her kindness won't be taken advantage of again. When a nostalgic trip back to her childhood home results in a chance encounter with Danny DeLuca, a smart-mouthed mechanic who's as attractive as he is mysterious, Leah's carefully cultivated walls begin to crumble. She finds herself unexpectedly drawn to Danny, despite his unreliable behavior and mixed signals. But Danny has a secret... One that could shake Leah's already precarious foundation and bring her world crashing down around her. Suddenly, she's faced with an incredibly difficult decision--is she willing to risk everything for the chance at finding the love she's always wanted? Or are some obstacles just too big for the heart to overcome?"
1493539493,Running in Place,L. B. Simmons,,Running in Place by L. B. Simmons
149353985X,Sing,Cd Reiss,,Sing by Cd Reiss
1493584154,Fraternizing,C. Brown,,Fraternizing by C. Brown
1493625489,The Boss,Abigail Barnette,,The Boss by Abigail Barnette
1493626655,Fallen Crest Public,Tijan,,Fallen Crest Public by Tijan
1493632639,Seize Me,Crystal Spears,,Seize Me by Crystal Spears
1493632876,Rock the Beat,Michelle A. Valentine,,Rock the Beat by Michelle A. Valentine
1493643274,Until Trevor,Aurora Rose Reynolds,,Until Trevor by Aurora Rose Reynolds
1493649779,Room for You,Beth Ehemann,,Room for You by Beth Ehemann
1493659472,Withstanding Me,Crystal Spears,,Withstanding Me by Crystal Spears
1493671898,Marked : Part I,J. M. Sevilla,,Marked : Part I by J. M. Sevilla
1493673580,Better,S. Walden,,Better by S. Walden
1493752650,Trouble,Samantha Towle,,Trouble by Samantha Towle
1493763121,Sex Love Repeat,Alessandra Torre,,Sex Love Repeat by Alessandra Torre
